股票代码,股票名称,交易所,板块
688192,迪哲医药,SH,科创板
688193,仁度生物,SH,科创板
688195,腾景科技,SH,科创板
688196,卓越新能,SH,科创板
688197,首药控股,SH,科创板
688198,佰仁医疗,SH,科创板
688199,久日新材,SH,科创板
688200,华峰测控,SH,科创板
688202,美迪西,SH,科创板
688206,概伦电子,SH,科创板
688207,格灵深瞳,SH,科创板
688208,道通科技,SH,科创板
688210,统联精密,SH,科创板
688211,中科微至,SH,科创板
688212,澳华内镜,SH,科创板
688215,瑞晟智能,SH,科创板
688216,气派科技,SH,科创板
688217,睿昂基因,SH,科创板
688218,江苏北人,SH,科创板
688219,会通股份,SH,科创板
688220,翱捷科技,SH,科创板
688221,前沿生物,SH,科创板
688222,成都先导,SH,科创板
688223,晶科能源,SH,科创板
688225,亚信安全,SH,科创板
688226,威腾电气,SH,科创板
688227,品高股份,SH,科创板
688228,开普云,SH,科创板
688229,博睿数据,SH,科创板
688230,芯导科技,SH,科创板
688232,新点软件,SH,科创板
688233,神工股份,SH,科创板
688234,天岳先进,SH,科创板
688235,百济神州,SH,科创板
688236,春立医疗,SH,科创板
688238,和元生物,SH,科创板
688239,航宇科技,SH,科创板
688246,嘉和美康,SH,科创板
688248,南网科技,SH,科创板
688255,凯尔达,SH,科创板
688256,寒武纪,SH,科创板
688257,新锐股份,SH,科创板
688258,卓易信息,SH,科创板
688259,创耀科技,SH,科创板
688260,昀冢科技,SH,科创板
688261,东微半导,SH,科创板
688262,国芯科技,SH,科创板
688265,南模生物,SH,科创板
688266,泽?制药,SH,科创板
688267,中触媒,SH,科创板
688268,华特气体,SH,科创板
688269,凯立新材,SH,科创板
688272,富吉瑞,SH,科创板
688276,百克生物,SH,科创板
688277,天智航,SH,科创板
688278,特宝生物,SH,科创板
688280,精进电动,SH,科创板
688281,华秦科技,SH,科创板
688282,理工导航,SH,科创板
688283,坤恒顺维,SH,科创板
688285,高铁电气,SH,科创板
688286,敏芯股份,SH,科创板
688288,鸿泉技术,SH,科创板
688289,圣湘生物,SH,科创板
688295,中复神鹰,SH,科创板
688296,和达科技,SH,科创板
688298,东方生物,SH,科创板
688299,长阳科技,SH,科创板
688300,联瑞新材,SH,科创板
688301,奕瑞科技,SH,科创板
688303,大全能源,SH,科创板
688305,科德数控,SH,科创板
688306,均普智能,SH,科创板
688308,欧科亿,SH,科创板
688309,恒誉环保,SH,科创板
688310,迈得医疗,SH,科创板
688311,盟升电子,SH,科创板
688312,燕麦科技,SH,科创板
688313,仕佳光子,SH,科创板
688314,康拓医疗,SH,科创板
688315,诺禾致源,SH,科创板
688316,青云科技,SH,科创板
688317,之江生物,SH,科创板
688318,财富趋势,SH,科创板
688319,欧林生物,SH,科创板
688321,微芯生物,SH,科创板
688323,瑞华泰,SH,科创板
688328,深科达,SH,科创板
688329,艾隆科技,SH,科创板
688330,宏力达,SH,科创板
688331,荣昌生物,SH,科创板
688333,铂力特,SH,科创板
688335,复洁科技,SH,科创板
688336,三生国健,SH,科创板
688337,普源精电,SH,科创板
688338,赛科希德,SH,科创板
688339,亿华通,SH,科创板
688345,博力威,SH,科创板
688350,富淼科技,SH,科创板
688355,明志科技,SH,科创板
688356,键凯科技,SH,科创板
688357,建龙微纳,SH,科创板
688358,祥生医疗,SH,科创板
688359,三孚新科,SH,科创板
688360,德马科技,SH,科创板
688363,华熙生物,SH,科创板
688365,光云科技,SH,科创板
688366,昊海生科,SH,科创板
688367,工大高科,SH,科创板
688368,晶丰明源,SH,科创板
688369,致远互联,SH,科创板
688377,迪威尔,SH,科创板
688378,奥来德,SH,科创板
688379,华光新材,SH,科创板
688383,新益昌,SH,科创板
688385,复旦微电,SH,科创板
688386,泛亚微透,SH,科创板
688388,嘉元科技,SH,科创板
688389,普门科技,SH,科创板
688390,固德威,SH,科创板
688393,安必平,SH,科创板
688395,正弦电气,SH,科创板
688396,华润微,SH,科创板
688398,赛特新材,SH,科创板
688399,硕世生物,SH,科创板
688408,中信博,SH,科创板
688418,震有科技,SH,科创板
688425,铁建重工,SH,科创板
688456,有研粉材,SH,科创板
688466,金科环境,SH,科创板
688468,科美诊断,SH,科创板
688488,艾迪药业,SH,科创板
688499,利元亨,SH,科创板
688500,慧辰股份,SH,科创板
688501,青达环保,SH,科创板
688505,复旦张江,SH,科创板
688508,芯朋微,SH,科创板
688509,正元地信,SH,科创板
688510,航亚科技,SH,科创板
688511,天微电子,SH,科创板
688513,苑东生物,SH,科创板
688516,奥特维,SH,科创板
688517,金冠电气,SH,科创板
688518,联赢激光,SH,科创板
688519,南亚新材,SH,科创板
688520,神州细胞,SH,科创板
688521,芯原股份,SH,科创板
688526,科前生物,SH,科创板
688528,秦川物联,SH,科创板
688529,豪森智能,SH,科创板
688533,上声电子,SH,科创板
688536,思瑞浦,SH,科创板
688538,和辉光电,SH,科创板
688550,瑞联新材,SH,科创板
688551,科威尔,SH,科创板
688553,汇宇制药,SH,科创板
688556,高测股份,SH,科创板
688557,兰剑智能,SH,科创板
688558,国盛智科,SH,科创板
688559,海目星,SH,科创板
688560,明冠新材,SH,科创板
688561,奇安信,SH,科创板
688565,力源科技,SH,科创板
688566,吉贝尔,SH,科创板
688567,孚能科技,SH,科创板
688568,中科星图,SH,科创板
688569,铁科轨道,SH,科创板
688571,杭华股份,SH,科创板
688575,亚辉龙,SH,科创板
688577,浙海德曼,SH,科创板
688578,艾力斯,SH,科创板
688579,地纬智能,SH,科创板
688580,伟思医疗,SH,科创板
688585,上纬新材,SH,科创板
688586,江航装备,SH,科创板
688588,凌志软件,SH,科创板
688589,力合微,SH,科创板
688590,新致软件,SH,科创板
688595,芯海科技,SH,科创板
688596,正帆科技,SH,科创板
688597,煜邦电力,SH,科创板
688598,金博股份,SH,科创板
688599,天合光能,SH,科创板
688600,皖仪科技,SH,科创板
688601,力芯微,SH,科创板
688606,奥泰生物,SH,科创板
688607,康众医疗,SH,科创板
688608,恒玄科技,SH,科创板
688609,九联科技,SH,科创板
688611,杭州柯林,SH,科创板
688613,奥精医疗,SH,科创板
688616,西力科技,SH,科创板
688617,惠泰医疗,SH,科创板
688618,三旺通信,SH,科创板
688619,罗普特,SH,科创板
688621,阳光诺和,SH,科创板
688625,呈和科技,SH,科创板
688626,翔宇医疗,SH,科创板
688628,优利德,SH,科创板
688630,芯?微装,SH,科创板
688633,星球石墨,SH,科创板
688636,智明达,SH,科创板
688639,华恒生物,SH,科创板
688655,迅捷兴,SH,科创板
688656,浩欧博,SH,科创板
688658,悦康药业,SH,科创板
688659,元琛科技,SH,科创板
688660,电气风电,SH,科创板
688661,和林微纳,SH,科创板
688662,富信科技,SH,科创板
688663,新风光,SH,科创板
688665,四方光电,SH,科创板
688667,菱电电控,SH,科创板
688668,鼎通科技,SH,科创板
688669,聚石化学,SH,科创板
688670,金迪克,SH,科创板
688676,金盘科技,SH,科创板
688677,海泰新光,SH,科创板
688678,福立旺,SH,科创板
688679,通源环境,SH,科创板
688680,海优新材,SH,科创板
688681,科汇股份,SH,科创板
688682,霍莱沃,SH,科创板
688683,莱尔科技,SH,科创板
688685,迈信林,SH,科创板
688686,奥普特,SH,科创板
688687,凯因科技,SH,科创板
688689,银河微电,SH,科创板
688690,纳微科技,SH,科创板
688696,极米科技,SH,科创板
688697,纽威数控,SH,科创板
688698,伟创电气,SH,科创板
688699,明微电子,SH,科创板
688700,东威科技,SH,科创板
688701,卓锦股份,SH,科创板
688707,振华新材,SH,科创板
688711,宏微科技,SH,科创板
688718,唯赛勃,SH,科创板
688722,同益中,SH,科创板
688728,格科微,SH,科创板
688733,壹石通,SH,科创板
688737,中自科技,SH,科创板
688739,成大生物,SH,科创板
688766,普冉股份,SH,科创板
688767,博拓生物,SH,科创板
688768,容知日新,SH,科创板
688772,珠海冠宇,SH,科创板
688776,国光电气,SH,科创板
688777,中控技术,SH,科创板
688778,厦钨新能,SH,科创板
688779,五矿新能,SH,科创板
688786,悦安新材,SH,科创板
688787,海天瑞声,SH,科创板
688788,科思科技,SH,科创板
688789,宏华数科,SH,科创板
688793,倍轻松,SH,科创板
688798,艾为电子,SH,科创板
688799,华纳药厂,SH,科创板
688800,瑞可达,SH,科创板
688819,天能股份,SH,科创板
688981,中芯国际,SH,科创板
689009,九号公司,SH,沪市主板
